jhipster.tech/managing_relationships.html,https://jhipster.tech/managing-relationships/,,,,,
jhipster.tech/running_tests.html,https://jhipster.tech/running-tests/,,,,,
jhipster.tech/setting_up_ci_jenkins2.html,https://jhipster.tech/setting-up-ci-jenkins2/,,,,,
jhipster.tech/setting_up_ci_linux.html,https://jhipster.tech/setting-up-ci-linux/,,,,,
jhipster.tech/setting_up_ci_windows.html,https://jhipster.tech/setting-up-ci-windows/,,,,,
jhipster.tech/setting_up_ci.html,https://jhipster.tech/setting-up-ci/,,,,,
jhipster.tech/tech_stack.html,https://jhipster.tech/tech-stack/,,,,,
jhipster.tech/using_angularjs.html,https://jhipster.tech/using-angularjs/,,,,,
jhipster.tech/using_cassandra.html,https://jhipster.tech/using-cassandra/,,,,,
jhipster.tech/using_couchbase.html,https://jhipster.tech/using-couchbase/,,,,,
jhipster.tech/using_dtos.html,https://jhipster.tech/using-dtos/,,,,,
jhipster.tech/using_elasticsearch.html,https://jhipster.tech/using-elasticsearch/,,,,,
jhipster.tech/using_kafka.html,https://jhipster.tech/using-kafka/,,,,,
jhipster.tech/using_mongodb.html,https://jhipster.tech/using-mongodb/,,,,,
jhipster.tech/using_oracle.html,https://jhipster.tech/using-oracle/,,,,,
jhipster.tech/using_pulsar.html,https://jhipster.tech/using-pulsar/,,,,,
jhipster.tech/using_websockets.html,https://jhipster.tech/using-websockets/,,,,,
jhipster.tech/using_neo4j.html,https://jhipster.tech/using-neo4j/,,,,,
jhipster.tech/video_tutorial.html,https://jhipster.tech/video-tutorial/,,,,,
jhipster.tech/creating_a_blueprint.html,https://jhipster.tech/modules/creating-a-blueprint/,,,,,
